date,description,amount,category,flagged
2023-09-27,Target,43.5,Groceries,False
2025-04-21,Fast Food,447.91,Dining,False
2025-02-07,Cafe,192.95,Dining,True
2025-02-12,Netflix,359.35,Entertainment,True
2023-07-24,Doctor Visit,493.48,Healthcare,False
2025-03-08,Electric Bill,99.68,Utilities,False
2024-03-12,Cafe,447.7,Dining,False
2023-08-04,Netflix,94.45,Entertainment,True
2023-12-05,Gas,364.72,Transportation,False
2023-09-29,Internet Bill,495.33,Utilities,True
2024-07-30,Uber,358.15,Transportation,True
2024-08-19,Hotel,908.51,Travel,True
2024-11-07,Cafe,217.21,Dining,True
2025-03-20,Gas,359.13,Transportation,True
2025-01-03,Electronics Store,47.95,Shopping,True
2023-11-12,Target,269.85,Groceries,False
2024-10-10,Tuition,197.79,Education,True
2024-06-16,Local Market,87.81,Groceries,True
2024-12-14,Dentist,499.46,Healthcare,False
2023-12-02,Pharmacy,78.39,Healthcare,False
2025-04-05,Electronics Store,115.85,Shopping,False
2024-09-13,Optometrist,51.64,Healthcare,True
2024-05-17,Mortgage,2811.76,Rent,False
2024-05-11,Internet Bill,358.02,Utilities,True
2023-06-18,Rental Car,547.64,Travel,False
2025-03-11,Pharmacy,129.39,Healthcare,False
2024-02-17,Dining Out,388.99,Entertainment,True
2024-01-09,Clothing Store,291.85,Shopping,False
2024-07-02,Walmart,275.07,Groceries,False
2024-12-16,Safeway,25.77,Groceries,True
2024-09-28,Coffee Shop,252.54,Dining,True
2024-08-13,Mortgage,2168.45,Rent,True
2024-03-27,Workshop,105.34,Education,False
2023-06-21,Uber,439.18,Transportation,False
2025-03-09,Water Bill,410.9,Utilities,False
2024-07-09,Rental Car,507.92,Travel,True
2023-10-17,Insurance,146.56,Healthcare,False
2023-06-11,Online Course,47.03,Education,False
2025-03-02,Pharmacy,137.95,Healthcare,True
2023-05-12,Conference,335.1,Education,False
2023-11-23,Trader Joe's,259.6,Groceries,True
2023-05-07,Concert,391.19,Entertainment,False
2023-12-13,Phone Bill,305.84,Utilities,True
2024-02-04,Car Maintenance,414.88,Transportation,False
2024-09-26,Tuition,478.7,Education,False
2023-08-23,Lyft,72.36,Transportation,True
2023-09-27,Whole Foods,158.6,Groceries,True
2023-11-16,Cable Bill,218.97,Utilities,False
2025-04-01,Fast Food,426.86,Dining,True
2023-07-31,Mortgage,2864.42,Rent,True
2025-04-08,Restaurant,112.92,Dining,False
2024-01-29,Internet Bill,482.81,Utilities,True
2023-08-16,Airline Ticket,784.29,Travel,True
2023-05-13,Lyft,135.32,Transportation,True
2024-11-16,Best Buy,163.32,Shopping,False
2023-05-04,Bar,294.25,Dining,False
2024-04-10,Cable Bill,181.06,Utilities,False
2023-08-11,Netflix,72.75,Entertainment,False
2024-05-14,Bar,194.94,Dining,False
2024-05-14,Vacation,1140.87,Travel,True
2025-03-28,Mortgage,2932.78,Rent,True
2025-04-03,Cafe,88.11,Dining,True
2024-09-27,Best Buy,314.37,Shopping,True
2025-03-04,Pharmacy,111.98,Healthcare,False
2024-04-12,Spotify,157.11,Entertainment,True
2024-11-04,Vacation,346.35,Travel,False
2023-12-27,Amazon,98.17,Shopping,True
2023-06-30,Vacation,728.1,Travel,False
2024-01-29,Dining Out,360.17,Entertainment,False
2025-03-22,Clothing Store,198.58,Shopping,True
2024-08-19,Apartment Payment,2016.72,Rent,True
2024-04-15,Airline Ticket,731.18,Travel,True
2024-11-25,Spotify,36.66,Entertainment,False
2023-10-14,Apartment Payment,876.39,Rent,True
2023-05-17,Apartment Payment,1413.52,Rent,True
2025-04-08,Internet Bill,393.05,Utilities,False
2023-07-13,Walmart,84.98,Groceries,True
2023-05-10,Bar,243.91,Dining,True
2023-06-01,Dentist,351.45,Healthcare,True
2024-05-11,Rental Car,926.71,Travel,True
2025-01-03,Kroger,271.64,Groceries,False
2025-01-22,Restaurant,320.38,Dining,False
2024-11-04,Costco,288.7,Groceries,False
2024-03-24,Mortgage,2473.92,Rent,True
2025-01-07,Uber,413.95,Transportation,False
2023-08-23,Books,104.08,Education,False
2025-02-06,House Payment,2583.36,Rent,True
2023-08-24,Target,191.88,Groceries,True
2023-09-07,Optometrist,105.61,Healthcare,True
2024-01-03,Airline Ticket,1937.72,Travel,True
2023-08-25,Uber,359.75,Transportation,True
2024-03-18,Rental Car,307.75,Travel,True
2024-10-16,Safeway,54.83,Groceries,True
2023-09-12,Workshop,34.21,Education,False
2023-12-15,Monthly Rent,2972.46,Rent,True
2023-12-16,Target,192.4,Groceries,False
2023-06-26,Internet Bill,277.94,Utilities,True
2023-09-14,Apple Store,228.76,Shopping,True
2024-05-12,Gas Bill,270.51,Utilities,False
2023-05-16,Doctor Visit,196.16,Healthcare,False
2023-07-01,Books,410.79,Education,True
2024-02-25,Books,368.25,Education,True
2025-01-10,Optometrist,142.93,Healthcare,True
2025-02-06,House Payment,2595.05,Rent,True
2023-07-04,Target,236.78,Groceries,True
2025-01-22,Car Maintenance,85.81,Transportation,True
2023-11-08,Gas,376.23,Transportation,False
2023-11-13,Online Course,314.99,Education,False
2023-06-16,Rental Car,674.02,Travel,False
2024-06-25,Workshop,146.04,Education,False
2024-11-21,Parking,72.6,Transportation,True
2024-02-10,Pharmacy,12.81,Healthcare,False
2025-02-09,Movie Tickets,443.71,Entertainment,True
2024-06-17,Public Transit,292.81,Transportation,False
2025-02-18,Spotify,46.8,Entertainment,False
2024-01-03,Workshop,331.78,Education,True
2025-03-08,Fast Food,173.84,Dining,False
2023-08-24,Doctor Visit,150.37,Healthcare,True
2024-06-20,Pharmacy,300.01,Healthcare,False
2024-02-01,Local Market,148.61,Groceries,True
2024-02-10,Uber,26.87,Transportation,True
2024-03-02,Electric Bill,87.75,Utilities,True
2024-10-07,Books,152.27,Education,False
2024-08-16,Bar,315.33,Dining,True
2023-08-16,Apple Store,99.77,Shopping,True
2023-11-06,Local Market,183.49,Groceries,False
2024-04-21,Parking,263.02,Transportation,False
2024-11-01,Rental Car,769.29,Travel,True
2025-01-31,Airbnb,1868.89,Travel,True
2023-05-25,Airbnb,295.3,Travel,False
2023-07-05,Tuition,113.2,Education,True
2024-01-14,Vacation,712.11,Travel,False
2024-02-05,Vacation,498.99,Travel,False
2024-10-30,Trader Joe's,59.28,Groceries,False
2023-10-22,Books,318.75,Education,True
2024-02-20,Doctor Visit,383.58,Healthcare,False
2025-01-16,Internet Bill,232.51,Utilities,True
2025-03-08,House Payment,2537.07,Rent,False
2023-12-06,Vacation,1534.32,Travel,True
2024-01-24,Local Market,53.56,Groceries,True
2024-08-31,Rental Car,1052.08,Travel,False
2025-02-20,Rental Car,819.25,Travel,False
2023-07-23,Conference,233.42,Education,True
2024-01-18,Dentist,23.33,Healthcare,False
2023-09-29,Conference,397.93,Education,True
2023-07-26,Phone Bill,375.73,Utilities,True
2023-08-20,Internet Bill,89.95,Utilities,True
2023-06-22,Dentist,158.15,Healthcare,False
2025-03-18,Doctor Visit,435.51,Healthcare,False
2024-10-31,Rental Car,1421.3,Travel,False
2024-06-04,Car Maintenance,241.84,Transportation,False
2025-03-25,Electric Bill,365.77,Utilities,True
2023-05-27,Conference,326.36,Education,False
2025-04-05,Apartment Payment,2721.65,Rent,False
2024-02-10,Lyft,218.84,Transportation,False
2024-06-12,Dentist,101.6,Healthcare,True
2024-10-03,Mortgage,1624.59,Rent,True
2023-05-23,Best Buy,348.37,Shopping,False
2025-03-18,Parking,494.21,Transportation,True
2024-07-10,Uber,131.4,Transportation,False
2024-05-28,Workshop,88.42,Education,True
2023-07-16,Target,240.17,Groceries,True
2024-08-24,House Payment,2241.02,Rent,True
2023-05-16,House Payment,2800.23,Rent,True
2024-07-04,Apple Store,250.59,Shopping,False
2024-02-24,Apartment Payment,833.83,Rent,True
2023-10-05,Workshop,43.03,Education,True
2024-03-10,Optometrist,310.0,Healthcare,True
2023-11-02,Spotify,205.18,Entertainment,False
2024-05-01,Movie Tickets,442.27,Entertainment,True
2024-05-30,Apartment Payment,2884.18,Rent,True
2023-07-08,Restaurant,412.43,Dining,False
2023-08-15,House Payment,921.62,Rent,True
2025-04-13,Phone Bill,239.96,Utilities,True
2024-03-04,Electronics Store,497.34,Shopping,False
2024-11-01,Netflix,246.0,Entertainment,False
2024-06-21,Airline Ticket,715.52,Travel,False
2025-04-07,Electric Bill,215.2,Utilities,True
2023-05-02,Mortgage,1507.38,Rent,False
2024-02-16,Restaurant,79.31,Dining,True
2023-12-10,Rental Car,644.54,Travel,True
2024-02-21,Concert,152.81,Entertainment,False
2024-01-27,Apple Store,384.74,Shopping,False
2025-01-17,Workshop,421.56,Education,False
2024-09-23,Fast Food,284.86,Dining,True
2024-04-27,Hotel,986.71,Travel,True
2023-07-23,Netflix,67.31,Entertainment,True
2024-04-01,Parking,212.64,Transportation,True
2023-07-04,Online Course,87.36,Education,True
2024-01-02,Workshop,286.29,Education,False
2025-02-18,Electronics Store,30.28,Shopping,True
2024-02-05,Books,286.64,Education,False
2024-07-28,Trader Joe's,152.08,Groceries,False
2023-12-05,Electronics Store,104.92,Shopping,False
2025-01-29,Netflix,366.16,Entertainment,True
2024-04-14,Bar,425.1,Dining,True
2024-08-22,Optometrist,171.95,Healthcare,True
2023-08-31,Vacation,1300.21,Travel,True
2023-08-03,Bar,182.98,Dining,False
2023-06-15,Trader Joe's,119.77,Groceries,True
2024-03-15,Local Market,61.55,Groceries,True
2023-05-10,Online Course,390.46,Education,False
2025-01-03,Coffee Shop,398.45,Dining,False
2023-10-12,Electronics Store,331.2,Shopping,False
2023-05-21,Hotel,1959.7,Travel,False
2024-04-16,Monthly Rent,1321.79,Rent,True
2024-02-15,Kroger,111.82,Groceries,False
2025-04-27,Restaurant,175.63,Dining,True
2024-11-04,Hotel,1296.39,Travel,True
2024-11-24,Uber,220.13,Transportation,True
2024-12-19,Safeway,254.13,Groceries,False
2025-01-17,Books,112.03,Education,False
2023-08-26,Airbnb,1756.99,Travel,True
2024-04-12,Amazon,404.5,Shopping,False
2025-04-17,Kroger,196.55,Groceries,False
2023-09-22,Cafe,97.94,Dining,False
2024-12-03,Mortgage,2500.23,Rent,False
2025-03-30,Apple Store,212.92,Shopping,True
2024-08-25,Amazon,321.9,Shopping,False
2023-06-11,Uber,446.81,Transportation,False
2024-06-26,Walmart,212.49,Groceries,False
2024-10-06,Cable Bill,194.51,Utilities,True
2023-10-19,Tuition,363.97,Education,True
2023-10-02,Cable Bill,289.03,Utilities,True
2023-12-25,Dentist,393.85,Healthcare,True
2023-12-12,Parking,392.44,Transportation,True
2024-02-11,Concert,490.16,Entertainment,False
2023-08-12,Tuition,341.08,Education,False
2024-05-14,Doctor Visit,274.5,Healthcare,False
2024-05-12,Amazon Prime,309.98,Entertainment,True
2024-08-30,House Payment,2541.92,Rent,True
2023-09-17,Clothing Store,494.4,Shopping,False
2024-10-20,Bar,80.62,Dining,True
2024-07-31,Apple Store,215.38,Shopping,True
2023-11-10,Trader Joe's,50.47,Groceries,False
2025-02-07,Optometrist,125.73,Healthcare,False
2023-11-09,Amazon,141.25,Shopping,True
2024-07-09,Conference,450.22,Education,False
2024-03-12,Conference,326.98,Education,False
2024-08-20,Coffee Shop,50.41,Dining,False
2024-04-03,Monthly Rent,1920.14,Rent,True
2023-07-31,Dentist,356.1,Healthcare,True
2023-05-30,Concert,498.68,Entertainment,False
2023-05-29,Mortgage,1560.51,Rent,True
2023-05-04,Restaurant,427.19,Dining,False
2025-02-16,Monthly Rent,1379.78,Rent,True
2024-10-03,Water Bill,331.86,Utilities,False
2025-01-09,Gas Bill,140.33,Utilities,False
2024-08-11,Bar,224.49,Dining,False
2025-03-10,Cable Bill,121.98,Utilities,False
2025-02-08,Gas,200.7,Transportation,False
2023-12-23,Rental Car,367.86,Travel,True
2023-05-21,Clothing Store,371.98,Shopping,True
2024-12-26,Electric Bill,191.88,Utilities,False
2024-04-21,Amazon,432.39,Shopping,True
2025-03-09,Trader Joe's,215.07,Groceries,False
2024-06-07,Target,119.0,Groceries,True
2025-01-15,Phone Bill,288.31,Utilities,True
2025-04-19,Cafe,178.42,Dining,True
2025-01-20,Whole Foods,154.87,Groceries,False
2023-07-19,Spotify,302.4,Entertainment,False
2024-10-25,Car Maintenance,21.15,Transportation,False
2023-05-04,Uber,281.21,Transportation,False
2023-09-18,Online Course,84.55,Education,True
2023-10-04,Apple Store,161.29,Shopping,True
2025-04-18,Workshop,298.17,Education,False
2023-10-16,Whole Foods,291.18,Groceries,False
2024-10-03,Mortgage,2197.47,Rent,True
2024-05-25,Cafe,263.6,Dining,False
2023-12-08,Optometrist,258.24,Healthcare,False
2025-02-12,Kroger,218.12,Groceries,True
2023-06-05,Conference,437.7,Education,True
2023-07-09,Insurance,409.82,Healthcare,True
2025-02-13,Dentist,462.17,Healthcare,False
2024-11-25,Hotel,1166.88,Travel,True
2024-02-17,Cable Bill,113.97,Utilities,False
2023-10-23,Target,251.52,Groceries,False
2023-08-28,Mortgage,1320.67,Rent,True
2024-07-31,Cafe,420.18,Dining,True
2024-05-07,Gas,345.48,Transportation,False
2024-07-18,Mortgage,2183.41,Rent,True
2025-04-13,Airbnb,1601.78,Travel,False
2023-05-18,Cable Bill,267.04,Utilities,True
2025-01-31,Apartment Payment,2900.38,Rent,True
2023-08-21,Monthly Rent,2877.68,Rent,True
2024-04-16,Mortgage,2539.02,Rent,True
2023-06-30,Fast Food,467.53,Dining,False
2024-10-29,Best Buy,400.66,Shopping,False
2023-10-09,Cable Bill,204.03,Utilities,True
2024-07-31,Netflix,243.67,Entertainment,True
2023-11-30,Gas Bill,127.22,Utilities,False
2025-02-18,Doctor Visit,221.88,Healthcare,False
2023-06-19,Dentist,357.02,Healthcare,True
2025-01-15,Online Course,274.37,Education,False
2023-08-04,Spotify,316.18,Entertainment,False
2024-08-07,Online Course,376.07,Education,False
2024-08-16,Movie Tickets,49.6,Entertainment,False
2024-10-16,Insurance,427.82,Healthcare,False
2023-11-17,Workshop,60.97,Education,False
2024-07-07,Conference,265.37,Education,False
2024-03-13,Internet Bill,300.38,Utilities,True
2024-02-28,Doctor Visit,391.26,Healthcare,False
2025-01-23,Insurance,323.51,Healthcare,True
2023-05-07,Hotel,1617.37,Travel,True
2023-07-22,Clothing Store,60.86,Shopping,True
2024-01-16,Electric Bill,223.11,Utilities,True
2023-06-05,Electric Bill,415.64,Utilities,True
2023-07-03,Pharmacy,266.5,Healthcare,True
2023-11-08,Hulu,60.08,Entertainment,False
2025-02-26,Internet Bill,174.69,Utilities,False
2023-06-26,Cafe,275.52,Dining,True
2025-03-03,Hulu,134.22,Entertainment,False
2024-08-31,Electric Bill,456.86,Utilities,True
2023-10-14,Gas Bill,184.5,Utilities,True
2023-10-02,Phone Bill,171.69,Utilities,False
2024-12-28,Amazon Prime,328.79,Entertainment,False
2023-10-03,Amazon Prime,301.21,Entertainment,True
2023-05-16,Tuition,210.18,Education,False
2024-04-20,Spotify,194.58,Entertainment,False
2023-07-03,Clothing Store,298.89,Shopping,False
2025-04-09,Electric Bill,339.45,Utilities,True
2025-01-10,Monthly Rent,1456.03,Rent,False
2024-12-19,Vacation,1455.55,Travel,False
2023-06-04,Dining Out,234.88,Entertainment,True
2023-07-12,Mortgage,2771.39,Rent,True
2024-07-29,Vacation,1465.92,Travel,True
2023-09-08,Pharmacy,343.74,Healthcare,False
2023-08-11,Car Maintenance,83.6,Transportation,True
2023-12-29,House Payment,1985.45,Rent,False
2023-11-18,Monthly Rent,2770.59,Rent,True
2024-08-06,Local Market,122.03,Groceries,True
2024-03-19,Pharmacy,75.03,Healthcare,True
2023-10-02,Safeway,112.37,Groceries,False
2024-03-19,Books,214.56,Education,True
2023-08-14,Apple Store,81.11,Shopping,True
2024-08-23,Tuition,296.33,Education,False
2023-11-20,Rental Car,1093.37,Travel,True
2024-06-19,Books,472.22,Education,True
2023-12-11,Apple Store,388.52,Shopping,True
2024-01-09,Conference,405.94,Education,False
2025-02-20,Parking,297.5,Transportation,False
2023-12-26,Costco,38.22,Groceries,False
2025-02-14,Dentist,431.64,Healthcare,True
2023-10-17,Kroger,206.68,Groceries,False
2023-10-15,Apartment Payment,2663.29,Rent,True
2023-08-10,Insurance,206.25,Healthcare,True
2023-08-09,Monthly Rent,2847.86,Rent,False
2023-05-21,Amazon Prime,299.32,Entertainment,True
2024-03-23,Movie Tickets,449.78,Entertainment,True
2024-04-30,Amazon,329.97,Shopping,False
2025-04-03,House Payment,1527.16,Rent,True
2024-10-25,Gas Bill,134.44,Utilities,True
2024-07-24,Tuition,282.23,Education,True
2023-10-14,Gas Bill,89.99,Utilities,True
2024-10-24,Mortgage,2386.55,Rent,True
2023-10-28,Clothing Store,291.95,Shopping,True
2024-08-03,Vacation,260.75,Travel,False
2023-09-10,Car Maintenance,170.7,Transportation,False
2024-09-24,Netflix,20.02,Entertainment,True
2023-05-05,Coffee Shop,285.68,Dining,True
2023-10-22,Amazon,117.2,Shopping,True
2024-07-12,Bar,442.57,Dining,False
2024-04-27,Car Maintenance,178.32,Transportation,False
2024-12-03,Insurance,333.39,Healthcare,True
2023-07-27,Workshop,480.89,Education,False
2024-06-29,Apartment Payment,1687.09,Rent,False
2024-01-31,Electronics Store,231.64,Shopping,False
2024-05-19,Uber,121.58,Transportation,True
2024-01-25,Airbnb,1230.89,Travel,False
2024-04-05,Lyft,243.55,Transportation,False
2025-02-19,Movie Tickets,467.04,Entertainment,True
2024-09-22,Parking,492.39,Transportation,True
2025-01-17,Amazon,103.23,Shopping,True
2024-10-04,Kroger,272.34,Groceries,True
2023-08-17,Workshop,334.73,Education,False
2024-11-29,Conference,436.5,Education,False
2025-01-30,Hotel,906.93,Travel,True
2023-10-29,Airbnb,1260.96,Travel,False
2024-05-20,Hotel,553.81,Travel,False
2024-10-06,House Payment,1935.2,Rent,False
2023-09-06,Parking,424.78,Transportation,False
2023-11-04,Target,103.27,Groceries,True
2024-05-25,Clothing Store,285.58,Shopping,False
2024-06-01,Local Market,187.27,Groceries,False
2025-03-18,Public Transit,359.62,Transportation,False
2024-02-09,Cafe,488.2,Dining,False
2024-09-22,Amazon Prime,299.95,Entertainment,True
2023-06-11,Walmart,129.05,Groceries,False
2023-07-14,Hotel,415.86,Travel,True
2023-12-22,Electric Bill,212.72,Utilities,False
2024-07-11,Costco,281.41,Groceries,True
2024-07-05,Fast Food,18.17,Dining,False
2024-09-18,Electric Bill,281.71,Utilities,False
2023-12-27,Costco,190.54,Groceries,False
2024-07-08,Parking,128.87,Transportation,False
2023-07-05,Public Transit,243.43,Transportation,False
2023-10-31,Rental Car,819.79,Travel,False
2024-10-22,Conference,282.46,Education,False
2024-11-23,Dentist,385.31,Healthcare,True
2025-01-24,Coffee Shop,80.06,Dining,False
2024-01-19,Hulu,61.44,Entertainment,False
2024-06-06,Netflix,29.71,Entertainment,False
2025-04-19,Pharmacy,55.28,Healthcare,False
2023-09-08,Books,59.41,Education,False
2024-04-24,Apartment Payment,1428.24,Rent,True
2024-10-20,Pharmacy,9.16,Healthcare,True
2023-07-07,Best Buy,417.02,Shopping,True
2023-12-10,Internet Bill,419.91,Utilities,True
2025-01-22,Walmart,201.64,Groceries,True
2025-02-19,Doctor Visit,265.58,Healthcare,False
2023-11-02,Pharmacy,475.16,Healthcare,False
2023-08-08,Spotify,495.27,Entertainment,False
2023-11-04,Tuition,499.53,Education,False
2023-08-03,Spotify,229.02,Entertainment,True
2024-08-18,Airline Ticket,264.48,Travel,True
2024-04-10,Conference,387.61,Education,False
2023-08-30,Parking,498.11,Transportation,False
2024-01-20,Books,439.46,Education,False
2024-11-30,Workshop,163.1,Education,False
2024-10-04,Costco,299.98,Groceries,True
2023-06-11,Cable Bill,99.03,Utilities,False
2024-01-06,Apple Store,115.58,Shopping,True
